Title,Decision,Decision_Date,PDF File,Application Date,Disease_Category,HT_Category
Prucalopride for the treatment of chronic constipation in women,Approved,2010-12-15,Prucalopride_for_the_treatment_of_chronic_constipation_in_women.pdf,,Chronic,Drug
Bevacizumab in combination with oxaliplatin and either fluorouracil plus folinic acid or capecitabine for the treatment of metastatic colorectal cancer,Rejected,2010-12-15,Bevacizumab_in_combination_with_oxaliplatin_and_either_fluorouracil_plus_folinic_acid_or_capecitabine_for_the_treatment_of_metastatic_colorectal_cancer.pdf,,Cancer,Drug
Trastuzumab for the treatment of HER2-positive metastatic gastric cancer,Approved,2010-11-24,Trastuzumab_for_the_treatment_of_HER2-positive_metastatic_gastric_cancer.pdf,,Cancer,Drug
Imatinib for the treatment of unresectable and/or metastatic gastrointestinal stromal tumours,Rejected,2010-11-24,Imatinib_for_the_treatment_of_unresectable_and/or_metastatic_gastrointestinal_stromal_tumours.pdf,,Cancer,Drug
Imatinib for the treatment of unresectable and/or metastatic gastro-intestinal stromal tumours,Rejected,2004-10-27,Imatinib_for_the_treatment_of_unresectable_and/or_metastatic_gastro-intestinal_stromal_tumours.pdf,,Cancer,Drug
Denosumab for the prevention of osteoporotic fractures in postmenopausal women,Approved,2010-10-27,Denosumab_for_the_prevention_of_osteoporotic_fractures_in_postmenopausal_women.pdf,,"Chronic, Musculoskeletal diseases",Drug
Bendamustine for the treatment of indolent (low grade) non-Hodgkin's lymphoma that is refractory to rituximab (terminated appraisal),Rejected,2010-10-27,Bendamustine_for_the_treatment_of_indolent_(low_grade)_non-Hodgkin's_lymphoma_that_is_refractory_to_rituximab_(terminated_appraisal).pdf,,Cancer,Drug
Temsirolimus for the treatment of relapsed or refractory mantle cell lymphoma (terminated appraisal),Rejected,2010-10-27,Temsirolimus_for_the_treatment_of_relapsed_or_refractory_mantle_cell_lymphoma_(terminated_appraisal).pdf,,Cancer,Drug
Peginterferon alfa and ribavirin for the treatment of chronic hepatitis C,Approved,2010-09-22,Peginterferon_alfa_and_ribavirin_for_the_treatment_of_chronic_hepatitis_C.pdf,,Chronic,Drug
"Adalimumab, etanercept, infliximab, rituximab and abatacept for the treatment of rheumatoid arthritis after the failure of a TNF inhibitor",Conditional,2010-08-25,"Adalimumab,_etanercept,_infliximab,_rituximab_and_abatacept_for_the_treatment_of_rheumatoid_arthritis_after_the_failure_of_a_TNF_inhibitor.pdf",,"Chronic, Musculoskeletal diseases",Drug
"Etanercept, infliximab and adalimumab for the treatment of psoriatic arthritis",Rejected,2010-08-25,"Etanercept,_infliximab_and_adalimumab_for_the_treatment_of_psoriatic_arthritis.pdf",,"Chronic, Musculoskeletal diseases",Drug
Capecitabine for the treatment of advanced gastric cancer,Approved,2010-07-28,Capecitabine_for_the_treatment_of_advanced_gastric_cancer.pdf,,Cancer,Drug
Gefitinib for the first-line treatment of locally advanced or metastatic non-small-cell lung cancer,Approved,2010-07-28,Gefitinib_for_the_first-line_treatment_of_locally_advanced_or_metastatic_non-small-cell_lung_cancer.pdf,,Cancer,Drug
Rituximab for the treatment of relapsed or refractory chronic lymphocytic leukaemia,Approved,2010-07-28,Rituximab_for_the_treatment_of_relapsed_or_refractory_chronic_lymphocytic_leukaemia.pdf,,Cancer,Drug
Human growth hormone (somatropin) for the treatment of growth failure in children,Approved,2010-05-26,Human_growth_hormone_(somatropin)_for_the_treatment_of_growth_failure_in_children.pdf,,Rare Disease (Orphan Drugs),Drug
Infliximab and adalimumab for the treatment of Crohn's disease,Approved,2010-05-19,Infliximab_and_adalimumab_for_the_treatment_of_Crohn's_disease.pdf,,Chronic,Drug
Guidance on the use of glycoprotein IIb/IIIa inhibitors in the treatment of acute coronary syndromes,Rejected,2002-09-05,Guidance_on_the_use_of_glycoprotein_IIb/IIIa_inhibitors_in_the_treatment_of_acute_coronary_syndromes.pdf,,Cardiovascular,Drug
Topotecan for the treatment of relapsed small-cell lung cancer,Rejected,2009-11-25,Topotecan_for_the_treatment_of_relapsed_small-cell_lung_cancer.pdf,,Cancer,Drug
Topotecan for the treatment of recurrent and stage IVB cervical cancer,Conditional,2009-10-28,Topotecan_for_the_treatment_of_recurrent_and_stage_IVB_cervical_cancer.pdf,,Cancer,Drug
Guidance on the use of electroconvulsive therapy,Approved,2003-04-26,Guidance_on_the_use_of_electroconvulsive_therapy.pdf,,Nervous System,Other treatment
Sunitinib for the treatment of gastrointestinal stromal tumours,Approved,2009-09-23,Sunitinib_for_the_treatment_of_gastrointestinal_stromal_tumours.pdf,,Cancer,Drug
Pemetrexed for the first-line treatment of non-small-cell lung cancer,Conditional,2009-09-23,Pemetrexed_for_the_first-line_treatment_of_non-small-cell_lung_cancer.pdf,,Cancer,Drug
Alitretinoin for the treatment of severe chronic hand eczema,Approved,2009-08-26,Alitretinoin_for_the_treatment_of_severe_chronic_hand_eczema.pdf,,Chronic,Drug
"Bevacizumab (first-line), sorafenib (first- and second-line), sunitinib (second-line) and temsirolimus (first-line) for the treatment of advanced and/or metastatic renal cell carcinoma",Rejected,2009-08-26,"Bevacizumab_(first-line),_sorafenib_(first-_and_second-line),_sunitinib_(second-line)_and_temsirolimus_(first-line)_for_the_treatment_of_advanced_and/or_metastatic_renal_cell_carcinoma.pdf",,Cancer,Drug
Tenofovir disoproxil for the treatment of chronic hepatitis B,Approved,2009-07-22,Tenofovir_disoproxil_for_the_treatment_of_chronic_hepatitis_B.pdf,,Chronic,Drug
Rituximab for the first-line treatment of chronic lymphocytic leukaemia,Rejected,2009-07-22,Rituximab_for_the_first-line_treatment_of_chronic_lymphocytic_leukaemia.pdf,,Cancer,Drug
Rivaroxaban for the prevention of venous thromboembolism after total hip or total knee replacement in adults,Approved,2009-04-22,Rivaroxaban_for_the_prevention_of_venous_thromboembolism_after_total_hip_or_total_knee_replacement_in_adults.pdf,,"Cardiovascular, Musculoskeletal diseases",Drug
Sunitinib for the first-line treatment of advanced and/or metastatic renal cell carcinoma,Approved,2009-03-25,Sunitinib_for_the_first-line_treatment_of_advanced_and/or_metastatic_renal_cell_carcinoma.pdf,,Cancer,Drug
"Amantadine, oseltamivir and zanamivir for the treatment of influenza",Rejected,2009-02-25,"Amantadine,_oseltamivir_and_zanamivir_for_the_treatment_of_influenza.pdf",,NULL,Drug
Machine perfusion systems and cold static storage of kidneys from deceased donors,Rejected,2009-01-28,Machine_perfusion_systems_and_cold_static_storage_of_kidneys_from_deceased_donors.pdf,,Urinary-Track Diseases,Medical Device
Infliximab for acute exacerbations of ulcerative colitis,Approved,2008-12-17,Infliximab_for_acute_exacerbations_of_ulcerative_colitis.pdf,,Chronic,Drug
Spinal cord stimulation for chronic pain of neuropathic or ischaemic origin,Rejected,2008-10-22,Spinal_cord_stimulation_for_chronic_pain_of_neuropathic_or_ischaemic_origin.pdf,,"Chronic, Nervous System",Medical Device
Dabigatran etexilate for the prevention of venous thromboembolism after hip or knee replacement surgery in adults,Approved,2008-09-24,Dabigatran_etexilate_for_the_prevention_of_venous_thromboembolism_after_hip_or_knee_replacement_surgery_in_adults.pdf,,Cardiovascular,Drug
"Oseltamivir, amantadine (review) and zanamivir for the prophylaxis of influenza",Rejected,2008-09-24,"Oseltamivir,_amantadine_(review)_and_zanamivir_for_the_prophylaxis_of_influenza.pdf",,NULL,Drug
Routine antenatal anti-D prophylaxis for women who are rhesus D negative,Approved,2008-08-27,Routine_antenatal_anti-D_prophylaxis_for_women_who_are_rhesus_D_negative.pdf,,Obstetrics/Gynaecology,Drug
Entecavir for the treatment of chronic hepatitis B,Approved,2008-08-27,Entecavir_for_the_treatment_of_chronic_hepatitis_B.pdf,,Chronic,Drug
Telbivudine for the treatment of chronic hepatitis B,Rejected,2008-08-27,Telbivudine_for_the_treatment_of_chronic_hepatitis_B.pdf,,Chronic,Drug
Continuous subcutaneous insulin infusion for the treatment of diabetes mellitus,Rejected,2008-07-23,Continuous_subcutaneous_insulin_infusion_for_the_treatment_of_diabetes_mellitus.pdf,,Chronic,Medical Device
Bevacizumab for the treatment of non-small-cell lung cancer (terminated appraisal),Rejected,2008-06-25,Bevacizumab_for_the_treatment_of_non-small-cell_lung_cancer_(terminated_appraisal).pdf,,Cancer,Drug
Carmustine implants for the treatment of recurrent glioblastoma multiforme (terminated appraisal),Rejected,2008-06-25,Carmustine_implants_for_the_treatment_of_recurrent_glioblastoma_multiforme_(terminated_appraisal).pdf,,Cancer,Medical Device
Cetuximab for the treatment of locally advanced squamous cell cancer of the head and neck,Approved,2008-06-25,Cetuximab_for_the_treatment_of_locally_advanced_squamous_cell_cancer_of_the_head_and_neck.pdf,,Cancer,Drug
Adalimumab for the treatment of adults with psoriasis,Approved,2008-06-25,Adalimumab_for_the_treatment_of_adults_with_psoriasis.pdf,,Chronic,Drug
Structural neuroimaging in first-episode psychosis,Rejected,2008-02-27,Structural_neuroimaging_in_first-episode_psychosis.pdf,,Nervous System,Medical Device
Rituximab for the treatment of relapsed or refractory stage III or IV follicular non-Hodgkin's lymphoma,Approved,2008-02-27,Rituximab_for_the_treatment_of_relapsed_or_refractory_stage_III_or_IV_follicular_non-Hodgkin's_lymphoma.pdf,,Cancer,Drug
Infliximab for the treatment of adults with psoriasis,Approved,2008-01-23,Infliximab_for_the_treatment_of_adults_with_psoriasis.pdf,,Chronic,Drug
Pemetrexed for the treatment of malignant pleural mesothelioma,Approved,2008-01-23,Pemetrexed_for_the_treatment_of_malignant_pleural_mesothelioma.pdf,,"Cancer, Rare Disease (Orphan Drugs)",Drug
Bortezomib monotherapy for relapsed multiple myeloma,Approved,2007-10-23,Bortezomib_monotherapy_for_relapsed_multiple_myeloma.pdf,,Cancer,Drug
Stapled haemorrhoidopexy for the treatment of haemorrhoids,Approved,2007-09-26,Stapled_haemorrhoidopexy_for_the_treatment_of_haemorrhoids.pdf,,Chronic,Other treatment
Pemetrexed for the treatment of non-small-cell lung cancer,Rejected,2007-08-22,Pemetrexed_for_the_treatment_of_non-small-cell_lung_cancer.pdf,,Cancer,Drug
Varenicline for smoking cessation,Approved,2007-07-25,Varenicline_for_smoking_cessation.pdf,,Chronic,Drug
Carmustine implants and temozolomide for the treatment of newly diagnosed high-grade glioma,Rejected,2007-06-27,Carmustine_implants_and_temozolomide_for_the_treatment_of_newly_diagnosed_high-grade_glioma.pdf,,"Nervous System, Cancer",Drug
Fludarabine monotherapy for the first-line treatment of chronic lymphocytic leukaemia,Rejected,2007-02-28,Fludarabine_monotherapy_for_the_first-line_treatment_of_chronic_lymphocytic_leukaemia.pdf,,"Chronic, Cancer",Drug
Cinacalcet for the treatment of secondary hyperparathyroidism in patients with end-stage renal disease on maintenance dialysis therapy,Rejected,2007-01-24,Cinacalcet_for_the_treatment_of_secondary_hyperparathyroidism_in_patients_with_end-stage_renal_disease_on_maintenance_dialysis_therapy.pdf,,Chronic,Drug
Methadone and buprenorphine for the management of opioid dependence,Rejected,2007-01-24,Methadone_and_buprenorphine_for_the_management_of_opioid_dependence.pdf,,Chronic,Other treatment
Naltrexone for the management of opioid dependence,Approved,2007-01-24,Naltrexone_for_the_management_of_opioid_dependence.pdf,,Nervous System,Drug
Gemcitabine for the treatment of metastatic breast cancer,Approved,2007-01-24,Gemcitabine_for_the_treatment_of_metastatic_breast_cancer.pdf,,Cancer,Drug
Laparoscopic surgery for colorectal cancer,Approved,2006-08-23,Laparoscopic_surgery_for_colorectal_cancer.pdf,,Cancer,Medical Device
Etanercept and efalizumab for the treatment of adults with psoriasis,Rejected,2006-07-26,Etanercept_and_efalizumab_for_the_treatment_of_adults_with_psoriasis.pdf,,Chronic,Drug
Docetaxel for the treatment of hormone-refractory metastatic prostate cancer,Rejected,2006-06-28,Docetaxel_for_the_treatment_of_hormone-refractory_metastatic_prostate_cancer.pdf,,Cancer,Drug
Capecitabine and oxaliplatin in the adjuvant treatment of stage III (Dukes' C) colon cancer,Rejected,2006-04-26,Capecitabine_and_oxaliplatin_in_the_adjuvant_treatment_of_stage_III_(Dukes'_C)_colon_cancer.pdf,,Cancer,Drug
Adefovir dipivoxil and peginterferon alfa-2a for the treatment of chronic hepatitis B,Approved,2006-02-22,Adefovir_dipivoxil_and_peginterferon_alfa-2a_for_the_treatment_of_chronic_hepatitis_B.pdf,,Chronic,Drug
HealOzone for the treatment of tooth decay (occlusal pit and fissure caries and root caries),Rejected,2005-07-27,HealOzone_for_the_treatment_of_tooth_decay_(occlusal_pit_and_fissure_caries_and_root_caries).pdf,,NULL,Medical Device
Guidance on the use of paclitaxel in the treatment of ovarian cancer,Approved,2003-01-22,Guidance_on_the_use_of_paclitaxel_in_the_treatment_of_ovarian_cancer.pdf,,Cancer,Drug
Laparoscopic surgery for inguinal hernia repair,Approved,2004-09-22,Laparoscopic_surgery_for_inguinal_hernia_repair.pdf,,NULL,Medical Device
Tacrolimus and pimecrolimus for atopic eczema,Rejected,2004-08-25,Tacrolimus_and_pimecrolimus_for_atopic_eczema.pdf,,Chronic,Drug
Frequency of application of topical corticosteroids for atopic eczema,Approved,2004-08-25,Frequency_of_application_of_topical_corticosteroids_for_atopic_eczema.pdf,,Chronic,Drug
"Guidance on the use of zaleplon, zolpidem and zopiclone for the short-term management of insomnia",Approved,2004-04-28,"Guidance_on_the_use_of_zaleplon,_zolpidem_and_zopiclone_for_the_short-term_management_of_insomnia.pdf",,Nervous System,Drug
Fluid-filled thermal balloon and microwave endometrial ablation techniques for heavy menstrual bleeding,Rejected,2004-04-28,Fluid-filled_thermal_balloon_and_microwave_endometrial_ablation_techniques_for_heavy_menstrual_bleeding.pdf,,Obstetrics/Gynaecology,Medical Device
Pre-hospital initiation of fluid replacement therapy in trauma,Approved,2004-01-28,Pre-hospital_initiation_of_fluid_replacement_therapy_in_trauma.pdf,,Cardiovascular,Other treatment
Guidance on the use of liquid-based cytology for cervical screening,Approved,2003-10-22,Guidance_on_the_use_of_liquid-based_cytology_for_cervical_screening.pdf,,"Obstetrics/Gynaecology, Cancer",Medical Device
Human growth hormone (somatropin) in adults with growth hormone deficiency,Conditional,2003-08-27,Human_growth_hormone_(somatropin)_in_adults_with_growth_hormone_deficiency.pdf,,Rare Disease (Orphan Drugs),Drug
Guidance on the use of capecitabine and tegafur with uracil for metastatic colorectal cancer,Approved,2003-05-27,Guidance_on_the_use_of_capecitabine_and_tegafur_with_uracil_for_metastatic_colorectal_cancer.pdf,,Cancer,Drug
Guidance on the use of drugs for early thrombolysis in the treatment of acute myocardial infarction,Approved,2002-10-30,Guidance_on_the_use_of_drugs_for_early_thrombolysis_in_the_treatment_of_acute_myocardial_infarction.pdf,,Cardiovascular,Drug
Guidance on the use of ultrasound locating devices for placing central venous catheters,Rejected,2002-10-04,Guidance_on_the_use_of_ultrasound_locating_devices_for_placing_central_venous_catheters.pdf,,NULL,Medical Device
Guidance on the use of trastuzumab for the treatment of advanced breast cancer,Approved,2002-03-15,Guidance_on_the_use_of_trastuzumab_for_the_treatment_of_advanced_breast_cancer.pdf,,Cancer,Drug
Guidance on the use of fludarabine for B-cell chronic lymphocytic leukaemia,Approved,2001-09-26,Guidance_on_the_use_of_fludarabine_for_B-cell_chronic_lymphocytic_leukaemia.pdf,,"Chronic, Cancer",Drug
Guidance on the use of riluzole (Rilutek) for the treatment of motor neurone disease,Approved,2001-01-23,Guidance_on_the_use_of_riluzole_(Rilutek)_for_the_treatment_of_motor_neurone_disease.pdf,,"Nervous System, Chronic, Rare Disease (Orphan Drugs)",Drug
